epoch;loss;accuracy;accuracy_val
0;10.985945234882015;0.8957055214723927;0.8936170212765957
1;0.3850928290475391;0.8957055214723927;0.8936170212765957
2;0.01732686824998749;0.8957055214723927;0.8936170212765957
3;0.24825765089563673;0.8957055214723927;0.8936170212765957
4;0.5565258029854476;0.8957055214723927;0.8936170212765957
5;0.9091201525146503;0.8957055214723927;0.8936170212765957
6;1.1867938624262844;0.8957055214723927;0.8936170212765957
7;1.2820452647037703;0.8957055214723927;0.8936170212765957
8;1.0881429100477205;0.8957055214723927;0.8936170212765957
9;0.7303538239134306;0.8957055214723927;0.8936170212765957
10;0.4270712383077029;0.8957055214723927;0.8936170212765957
11;0.21778688135819335;0.8957055214723927;0.8936170212765957
12;0.09425746098956209;0.8957055214723927;0.8936170212765957
13;0.03463279356543096;0.8957055214723927;0.8936170212765957
14;0.011020701830940748;0.8957055214723927;0.8936170212765957
15;0.002863295296259442;0.8957055214723927;0.8936170212765957
16;0.00035402313057472185;0.8957055214723927;0.8936170212765957
17;7.600770281168219e-05;0.8957055214723927;0.8936170212765957
18;0.0011818849404585093;0.8957055214723927;0.8936170212765957
19;0.003614220704931403;0.8957055214723927;0.8936170212765957
20;0.007385525714975283;0.8957055214723927;0.8936170212765957
21;0.012337189999618832;0.8957055214723927;0.8936170212765957
22;0.018117389621714334;0.8957055214723927;0.8936170212765957
23;0.02419589798946963;0.8957055214723927;0.8936170212765957
24;0.029884335721877976;0.8957055214723927;0.8936170212765957
25;0.03445490002179261;0.8957055214723927;0.8936170212765957
26;0.03736251627703801;0.8957055214723927;0.8936170212765957
27;0.038403156754431976;0.8957055214723927;0.8936170212765957
28;0.03770001450978729;0.8957055214723927;0.8936170212765957
29;0.03560368004998081;0.8987730061349694;0.8936170212765957
30;0.03261182691579686;0.911042944785276;0.9078014184397163
31;0.029302788226916437;0.9049079754601227;0.8794326241134752
32;0.026237162340808168;0.9049079754601227;0.8794326241134752
33;0.02384322365037721;0.9049079754601227;0.8794326241134752
34;0.02235217874092844;0.9049079754601227;0.8794326241134752
35;0.021810598494407172;0.9049079754601227;0.8794326241134752
36;0.02213481120616885;0.9049079754601227;0.8794326241134752
37;0.023165990623860506;0.9079754601226994;0.8794326241134752
38;0.024712888768736948;0.9049079754601227;0.8794326241134752
39;0.026584889742448863;0.9049079754601227;0.8794326241134752
40;0.028616337358033556;0.9049079754601227;0.8794326241134752
41;0.030679690797483197;0.901840490797546;0.8794326241134752
42;0.032686938949848456;0.901840490797546;0.8794326241134752
43;0.034582328355726936;0.901840490797546;0.8794326241134752
44;0.03633095776790517;0.9049079754601227;0.8936170212765957
45;0.03790699264512396;0.9049079754601227;0.8936170212765957
46;0.03928371271842421;0.9049079754601227;0.8936170212765957
47;0.04042644603451905;0.9049079754601227;0.8936170212765957
48;0.04128888604587296;0.9049079754601227;0.8936170212765957
49;0.04181304180509777;0.9049079754601227;0.8936170212765957
50;0.041932742710628954;0.9049079754601227;0.8936170212765957
51;0.04157998293590222;0.9049079754601227;0.8936170212765957
52;0.04069255347570796;0.9049079754601227;0.8936170212765957
53;0.03922085317208746;0.9049079754601227;0.8936170212765957
54;0.03713218780569154;0.9049079754601227;0.8936170212765957
55;0.03441282929583443;0.9049079754601227;0.8936170212765957
56;0.031071732864733345;0.9049079754601227;0.8936170212765957
57;0.0271543430716287;0.9049079754601227;0.8936170212765957
58;0.02277716523445027;0.9049079754601227;0.8936170212765957
59;0.018184165468587206;0.9049079754601227;0.8936170212765957
60;0.013789055025756848;0.9049079754601227;0.8936170212765957
61;0.010116042445707286;0.9049079754601227;0.8936170212765957
62;0.007592936463874413;0.9049079754601227;0.8936170212765957
63;0.006357781714285201;0.9049079754601227;0.8936170212765957
64;0.006296699579512848;0.9049079754601227;0.8936170212765957
65;0.007203455164894038;0.9049079754601227;0.8936170212765957
66;0.008833880678076876;0.9049079754601227;0.8936170212765957
67;0.010899474205590785;0.9049079754601227;0.8936170212765957
68;0.013109186656670652;0.9049079754601227;0.8936170212765957
69;0.015233291717457175;0.9049079754601227;0.8936170212765957
70;0.017133634012152812;0.9079754601226994;0.8936170212765957
71;0.01875452543129665;0.9079754601226994;0.8936170212765957
72;0.020095896688310272;0.9079754601226994;0.8936170212765957
73;0.02118690969491077;0.9079754601226994;0.8936170212765957
74;0.022067521523818693;0.9079754601226994;0.8936170212765957
75;0.02277862241341193;0.9079754601226994;0.8936170212765957
76;0.023358816957790577;0.9079754601226994;0.8936170212765957
77;0.02384551423006354;0.9079754601226994;0.8936170212765957
78;0.024278122559380083;0.9079754601226994;0.8936170212765957
79;0.02470114796536397;0.9079754601226994;0.8936170212765957
80;0.025165006628843342;0.9079754601226994;0.8936170212765957
81;0.02572302121425014;0.9079754601226994;0.8936170212765957
82;0.026424817645976578;0.9079754601226994;0.8936170212765957
83;0.027308524126020056;0.9171779141104295;0.8936170212765957
84;0.0283951831075753;0.9171779141104295;0.8936170212765957
85;0.029687639868191982;0.9171779141104295;0.8936170212765957
86;0.03117375607341139;0.9233128834355828;0.9219858156028369
87;0.03283194862783818;0.9233128834355828;0.9219858156028369
88;0.03463673598083425;0.9263803680981595;0.9219858156028369
89;0.03656279198782239;0.9263803680981595;0.9219858156028369
90;0.0385870675259367;0.9263803680981595;0.9219858156028369
91;0.04068926545203203;0.9263803680981595;0.9219858156028369
92;0.04285123854446823;0.9263803680981595;0.9219858156028369
93;0.045055864783100974;0.9294478527607362;0.9219858156028369
94;0.04728581301272557;0.9294478527607362;0.9219858156028369
95;0.049522457315641116;0.9294478527607362;0.9219858156028369
96;0.05174507780575046;0.9294478527607362;0.9219858156028369
97;0.05393040646362977;0.9294478527607362;0.9219858156028369
98;0.056052529676924916;0.9294478527607362;0.9219858156028369
99;0.05808313180762197;0.9294478527607362;0.9219858156028369
100;0.05999204645032958;0.9294478527607362;0.9219858156028369
101;0.061748068124834216;0.9294478527607362;0.9219858156028369
102;0.06331996449910306;0.9294478527607362;0.9219858156028369
103;0.06467761785415951;0.9294478527607362;0.9219858156028369
104;0.0657932157611079;0.9294478527607362;0.9219858156028369
105;0.0666424066914093;0.9294478527607362;0.9219858156028369
106;0.06720533811483548;0.9294478527607362;0.9219858156028369
107;0.06746750337126527;0.9294478527607362;0.9219858156028369
108;0.06742033899310275;0.9294478527607362;0.9219858156028369
109;0.06706153489318828;0.9294478527607362;0.9219858156028369
110;0.06639504372565655;0.9294478527607362;0.9219858156028369
111;0.0654308000839184;0.9294478527607362;0.9219858156028369
112;0.0641841822897828;0.9294478527607362;0.9219858156028369
113;0.06267526702473268;0.9294478527607362;0.9219858156028369
114;0.060927938389126544;0.9294478527607362;0.9219858156028369
115;0.05896891751019519;0.9294478527607362;0.9219858156028369
116;0.05682677686104229;0.9294478527607362;0.9219858156028369
117;0.05453099607882605;0.9294478527607362;0.9219858156028369
118;0.05211110487390676;0.9294478527607362;0.9219858156028369
119;0.049595945390355285;0.9294478527607362;0.9219858156028369
120;0.047013072811835324;0.9294478527607362;0.9219858156028369
121;0.04438830049823712;0.9294478527607362;0.9219858156028369
122;0.04174538545334038;0.9294478527607362;0.9219858156028369
123;0.03910584197607502;0.9294478527607362;0.9219858156028369
124;0.03648886604462457;0.9294478527607362;0.9219858156028369
125;0.03391135012659192;0.9294478527607362;0.9219858156028369
126;0.031387967305178434;0.9294478527607362;0.9219858156028369
127;0.02893130437927893;0.9294478527607362;0.9219858156028369
